SUBURB,POSTCODE,PSTATE,CREATED,CREATED_BY,UPDATED,UPDATED_BY
FORRESTDALE,6112,WA,,,,
MOUNT NASURA,6112,WA,,,,
WUNGONG,6112,WA,,,,
OAKFORD,6121,WA,,,,
OLDBURY,6121,WA,,,,
BYFORD,6122,WA,,,,
CARDUP,6122,WA,,,,
DARLING DOWNS,6122,WA,,,,
KARRAKUP,6122,WA,,,,
MUNDIJONG,6123,WA,,,,
WHITBY,6123,WA,,,,
JARRAHDALE,6124,WA,,,,
HOPELAND,6125,WA,,,,
MARDELLA,6125,WA,,,,
SERPENTINE,6125,WA,,,,
KEYSBROOK,6126,WA,,,,
LANGFORD,6147,WA,,,,
LYNWOOD,6147,WA,,,,
PARKWOOD,6147,WA,,,,
FERNDALE,6148,WA,,,,
RIVERTON,6148,WA,,,,
ROSSMOYNE,6148,WA,,,,
SHELLEY,6148,WA,,,,
BULL CREEK,6149,WA,,,,
LEEMING,6149,WA,,,,
BATEMAN,6150,WA,,,,
MURDOCH,6150,WA,,,,
WINTHROP,6150,WA,,,,
KENSINGTON,6151,WA,,,,
SOUTH PERTH,6151,WA,,,,
COMO,6152,WA,,,,
KARAWARA,6152,WA,,,,
MANNING,6152,WA,,,,
SALTER POINT,6152,WA,,,,
WATERFORD,6152,WA,,,,
APPLECROSS,6153,WA,,,,
ARDROSS,6153,WA,,,,
BRENTWOOD,6153,WA,,,,
CANNING BRIDGE APPLECROSS,6153,WA,,,,
MOUNT PLEASANT,6153,WA,,,,
ALFRED COVE,6154,WA,,,,
BOORAGOON,6154,WA,,,,
MYAREE,6154,WA,,,,
CANNING VALE,6155,WA,,,,
CANNING VALE SOUTH,6155,WA,,,,
WILLETTON,6155,WA,,,,
ATTADALE,6156,WA,,,,
MELVILLE,6156,WA,,,,
WILLAGEE,6156,WA,,,,
WILLAGEE CENTRAL,6156,WA,,,,
BICTON,6157,WA,,,,
PALMYRA,6157,WA,,,,
EAST FREMANTLE,6158,WA,,,,
NORTH FREMANTLE,6159,WA,,,,
FREMANTLE,6160,WA,,,,
ROTTNEST ISLAND,6161,WA,,,,
BEACONSFIELD,6162,WA,,,,
SOUTH FREMANTLE,6162,WA,,,,
WHITE GUM VALLEY,6162,WA,,,,
BIBRA LAKE,6163,WA,,,,
COOLBELLUP,6163,WA,,,,
HAMILTON HILL,6163,WA,,,,
HILTON,6163,WA,,,,
KARDINYA,6163,WA,,,,
NORTH LAKE,6163,WA,,,,
"OCONNOR,WA,,BIBRA LAKE DC,630,W1,51,BRAND,Deli",6163,,,,,
SAMSON,6163,WA,,,,
SPEARWOOD,6163,WA,,,,
ATWELL,6164,WA,,,,
BANJUP,6164,WA,,,,
BEELIAR,6164,WA,,,,
HAMMOND PARK,6164,WA,,,,
JANDAKOT,6164,WA,,,,
SOUTH LAKE,6164,WA,,,,
SUCCESS,6164,WA,,,,
YANGEBUP,6164,WA,,,,
HOPE VALLEY,6165,WA,,,,
NAVAL BASE,6165,WA,,,,
COOGEE,6166,WA,,,,
HENDERSON,6166,WA,,,,
MUNSTER,6166,WA,,,,
WATTLEUP,6166,WA,,,,
ANKETELL,6167,WA,,,,
BERTRAM,6167,WA,,,,
CALISTA,6167,WA,,,,
CASUARINA,6167,WA,,,,
KWINANA BEACH,6167,WA,,,,
KWINANA TOWN CENTRE,6167,WA,,,,
MANDOGALUP,6167,WA,,,,
MEDINA,6167,WA,,,,
ORELIA,6167,WA,,,,
PARMELIA,6167,WA,,,,
POSTANS,6167,WA,,,,
THE SPECTACLES,6167,WA,,,,
WANDI,6167,WA,,,,
COOLOONGUP,6168,WA,,,,
EAST ROCKINGHAM,6168,WA,,,,
GARDEN ISLAND,6168,WA,,,,
HILLMAN,6168,WA,,,,
PERON,6168,WA,,,,
ROCKINGHAM,6168,WA,,,,
SAFETY BAY,6169,WA,,,,
SHOALWATER,6169,WA,,,,
WAIKIKI,6169,WA,,,,
WARNBRO,6169,WA,,,,
LEDA,6170,WA,,,,
WELLARD,6170,WA,,,,
BALDIVIS,6171,WA,,,,
PORT KENNEDY,6172,WA,,,,
SECRET HARBOUR,6173,WA,,,,
GOLDEN BAY,6174,WA,,,,
SINGLETON,6175,WA,,,,
KARNUP,6176,WA,,,,
MYARA,6207,WA,,,,
NAMBEELUP,6207,WA,,,,
NORTH DANDALUP,6207,WA,,,,
SOLUS,6207,WA,,,,
WHITTAKER,6207,WA,,,,
BLYTHEWOOD,6208,WA,,,,
FAIRBRIDGE,6208,WA,,,,
MEELON,6208,WA,,,,
NIRIMBA,6208,WA,,,,
NORTH YUNDERUP,6208,WA,,,,
OAKLEY,6208,WA,,,,
PINJARRA,6208,WA,,,,
POINT GREY,6208,WA,,,,
RAVENSWOOD,6208,WA,,,,
SOUTH YUNDERUP,6208,WA,,,,
WEST PINJARRA,6208,WA,,,,
BARRAGUP,6210,WA,,,,
BOUVARD,6210,WA,,,,
CLIFTON,6210,WA,,,,
COODANUP,6210,WA,,,,
DAWESVILLE,6210,WA,,,,
DUDLEY PARK,6210,WA,,,,
ERSKINE,6210,WA,,,,
FALCON,6210,WA,,,,
FURNISSDALE,6210,WA,,,,
GEOGRUP,6210,WA,,,,
GREENFIELDS,6210,WA,,,,
HALLS HEAD,6210,WA,,,,
HERRON,6210,WA,,,,
LAKELANDS,6210,WA,,,,
MADORA,6210,WA,,,,
MANDURAH,6210,WA,,,,
MANDURAH EAST,6210,WA,,,,
MANDURAH NORTH,6210,WA,,,,
MEADOW SPRINGS,6210,WA,,,,
PARKLANDS,6210,WA,,,,
SAN REMO,6210,WA,,,,
SILVER SANDS,6210,WA,,,,
STAKE HILL,6210,WA,,,,
WANNANUP,6210,WA,,,,
BANKSIADALE,6213,WA,,,,
DWELLINGUP,6213,WA,,,,
ETMILYN,6213,WA,,,,
HOLYOAKE,6213,WA,,,,
INGLEHOPE,6213,WA,,,,
MARRINUP,6213,WA,,,,
TEESDALE,6213,WA,,,,
WURAMING,6213,WA,,,,
BIRCHMONT,6214,WA,,,,
COOLUP,6214,WA,,,,
KOOLJERRENUP,6214,WA,,,,
HAMEL,6215,WA,,,,
LAKE CLIFTON,6215,WA,,,,
NANGA BROOK,6215,WA,,,,
PRESTON BEACH,6215,WA,,,,
WAGERUP,6215,WA,,,,
WAROONA,6215,WA,,,,
YARLOOP,6218,WA,,,,
COOKERNUP,6220,WA,,,,
HARVEY,6220,WA,,,,
HOFFMAN,6220,WA,,,,
MYALUP,6220,WA,,,,
UDUC,6220,WA,,,,
WARAWARRUP,6220,WA,,,,
MORNINGTON,6221,WA,,,,
WOKALUP,6221,WA,,,,
BENGER,6223,WA,,,,
BEELA,6224,WA,,,,
BRUNSWICK,6224,WA,,,,
ALLANSON,6225,WA,,,,
BOWELLING,6225,WA,,,,
BUCKINGHAM,6225,WA,,,,
COLLIE,6225,WA,,,,
GILFILLAN,6225,WA,,,,
MCALINDEN,6225,WA,,,,
MUMBALLUP,6225,WA,,,,
NOGGERUP,6225,WA,,,,
SHOTTS,6225,WA,,,,
TREESVILLE,6225,WA,,,,
WORSLEY,6225,WA,,,,
ROELANDS,6226,WA,,,,
BUREKUP,6227,WA,,,,
WATERLOO,6228,WA,,,,
PICTON,6229,WA,,,,
PICTON EAST,6229,WA,,,,
BUNBURY,6230,WA,,,,
CAREY PARK,6230,WA,,,,
COLLEGE GROVE,6230,WA,,,,
DALYELLUP,6230,WA,,,,
DAVENPORT,6230,WA,,,,
EAST BUNBURY,6230,WA,,,,
GELORUP,6230,WA,,,,
GLEN IRIS,6230,WA,,,,
PELICAN POINT,6230,WA,,,,
SOUTH BUNBURY,6230,WA,,,,
USHER,6230,WA,,,,
VITTORIA,6230,WA,,,,
WITHERS,6230,WA,,,,
BUNBURY,6231,WA,,,,
EATON,6232,WA,,,,
AUSTRALIND,6233,WA,,,,
BINNINGUP,6233,WA,,,,
LESCHENAULT,6233,WA,,,,
PARKFIELD,6233,WA,,,,
WELLESLEY,6233,WA,,,,
CROOKED BROOK,6236,WA,,,,
DARDANUP,6236,WA,,,,
DARDANUP WEST,6236,WA,,,,
FERGUSON,6236,WA,,,,
HENTY,6236,WA,,,,
PARADISE,6236,WA,,,,
WELLINGTON FORREST,6236,WA,,,,
WELLINGTON MILL,6236,WA,,,,
BOYANUP,6237,WA,,,,
ELGIN,6237,WA,,,,
GWINDINUP,6237,WA,,,,
NORTH BOYANUP,6237,WA,,,,
STRATHAM,6237,WA,,,,
THE PLAINS,6237,WA,,,,
ARGYLE,6239,WA,,,,
BEELERUP,6239,WA,,,,
BROOKHAMPTON,6239,WA,,,,
CHARLEY CREEK,6239,WA,,,,
DONNYBROOK,6239,WA,,,,
GLEN MERVYN,6239,WA,,,,
PAYNEDALE,6239,WA,,,,
QUEENWOOD,6239,WA,,,,
THOMSON BROOK,6239,WA,,,,
UPPER CAPEL,6239,WA,,,,
YABBERUP,6239,WA,,,,
LOWDEN,6240,WA,,,,
WILGA,6243,WA,,,,
WILGA WEST,6243,WA,,,,
BOYUP BROOK,6244,WA,,,,
CHOWERUP,6244,WA,,,,
DINNINUP,6244,WA,,,,
KULIKUP,6244,WA,,,,
MAYANUP,6244,WA,,,,
SCOTTS BROOK,6244,WA,,,,
TONEBRIDGE,6244,WA,,,,
BRAZIER,6251,WA,,,,
KIRUP,6251,WA,,,,
NEWLANDS,6251,WA,,,,
MULLALYUP,6252,WA,,,,
BALINGUP,6253,WA,,,,
GRIMWADE,6253,WA,,,,
SOUTHAMPTON,6253,WA,,,,
GREENBUSHES,6254,WA,,,,
NORTH GREENBUSHES,6254,WA,,,,
BENJINUP,6255,WA,,,,
BRIDGETOWN,6255,WA,,,,
CATTERICK,6255,WA,,,,
DONNELLY RIVER,6255,WA,,,,
HESTER,6255,WA,,,,
HESTER BROOK,6255,WA,,,,
KANGAROO GULLY,6255,WA,,,,
WINNEJUP,6255,WA,,,,
GLENLYNN,6256,WA,,,,
KINGSTON,6256,WA,,,,
MARANUP,6256,WA,,,,
SUNNYSIDE,6256,WA,,,,
WANDILLUP,6256,WA,,,,
YORNUP,6256,WA,,,,
DEANMILL,6258,WA,,,,
JARDEE,6258,WA,,,,
MANJIMUP,6258,WA,,,,
MORDALUP,6258,WA,,,,
NYAMUP,6258,WA,,,,
QUINNINUP,6258,WA,,,,
SHANNON RIVER MILL,6258,WA,,,,
BIDDELIA,6260,WA,,,,
EASTBROOK,6260,WA,,,,
LAKE JASPER,6260,WA,,,,
PEERABEELUP,6260,WA,,,,
PEMBERTON,6260,WA,,,,
NORTHCLIFFE,6262,WA,,,,
CAPEL,6271,WA,,,,
CAPEL RIVER,6271,WA,,,,
FORREST BEACH,6271,WA,,,,
PEPPERMINT GROVE BEACH,6271,WA,,,,
STIRLING ESTATE,6271,WA,,,,
BARRABUP,6275,WA,,,,
CARLOTTA,6275,WA,,,,
CUNDINUP,6275,WA,,,,
DARRADUP,6275,WA,,,,
EAST NANNUP,6275,WA,,,,
JALBARRAGUP,6275,WA,,,,
JARRAHWOOD,6275,WA,,,,
NANNUP,6275,WA,,,,
SCOTT RIVER EAST,6275,WA,,,,
YOGANUP,6275,WA,,,,
ABBA RIVER,6280,WA,,,,
ABBEY,6280,WA,,,,
ACTON PARK,6280,WA,,,,
AMBERGATE,6280,WA,,,,
ANNIEBROOK,6280,WA,,,,
BOALLIA,6280,WA,,,,
BOVELL,6280,WA,,,,
BROADWATER,6280,WA,,,,
BUSSELTON,6280,WA,,,,
CARBUNUP RIVER,6280,WA,,,,
CHAPMAN HILL,6280,WA,,,,
GEOGRAPHE,6280,WA,,,,
HITHERGREEN,6280,WA,,,,
JINDONG,6280,WA,,,,
KALGUP,6280,WA,,,,
KALOORUP,6280,WA,,,,
KEALY,6280,WA,,,,
LUDLOW,6280,WA,,,,
MARYBROOK,6280,WA,,,,
METRICUP,6280,WA,,,,
NORTH JINDONG,6280,WA,,,,
REINSCOURT,6280,WA,,,,
RUABON,6280,WA,,,,
SABINA RIVER,6280,WA,,,,
SIESTA PARK,6280,WA,,,,
TUTUNUP,6280,WA,,,,
VASSE,6280,WA,,,,
WALSALL,6280,WA,,,,
WEST BUSSELTON,6280,WA,,,,
WILYABRUP,6280,WA,,,,
WONNERUP,6280,WA,,,,
YALYALUP,6280,WA,,,,
YELVERTON,6280,WA,,,,
YOONGARILLUP,6280,WA,,,,
DUNSBOROUGH,6281,WA,,,,
EAGLE BAY,6281,WA,,,,
NATURALISTE,6281,WA,,,,
QUEDJINUP,6281,WA,,,,
QUINDALUP,6281,WA,,,,
YALLINGUP SIDING,6281,WA,,,,
YALLINGUP,6282,WA,,,,
BAUDIN,6284,WA,,,,
COWARAMUP,6284,WA,,,,
GRACETOWN,6284,WA,,,,
TREETON,6284,WA,,,,
BRAMLEY,6285,WA,,,,
BURNSIDE,6285,WA,,,,
GNARABUP,6285,WA,,,,
MARGARET RIVER,6285,WA,,,,
OSMINGTON,6285,WA,,,,
PREVELLY,6285,WA,,,,
REDGATE,6285,WA,,,,
ROSA BROOK,6285,WA,,,,
ROSA GLEN,6285,WA,,,,
SCHROEDER,6285,WA,,,,
BORANUP,6286,WA,,,,
FOREST GROVE,6286,WA,,,,
WITCHCLIFFE,6286,WA,,,,
ALEXANDRA BRIDGE,6288,WA,,,,
COURTENAY,6288,WA,,,,
HAMELIN BAY,6288,WA,,,,
KARRIDALE,6288,WA,,,,
NILLUP,6288,WA,,,,
SCOTT RIVER,6288,WA,,,,
WARNER GLEN,6288,WA,,,,
AUGUSTA,6290,WA,,,,
DEEPDENE,6290,WA,,,,
EAST AUGUSTA,6290,WA,,,,
KUDARDUP,6290,WA,,,,
LEEUWIN,6290,WA,,,,
MOLLOY ISLAND,6290,WA,,,,
BADGIN,6302,WA,,,,
BALLADONG,6302,WA,,,,
BURGES,6302,WA,,,,
CALJIE,6302,WA,,,,
COLD HARBOUR,6302,WA,,,,
DALIAK,6302,WA,,,,
FLINT,6302,WA,,,,
FLYNN,6302,WA,,,,
GILGERING,6302,WA,,,,
GREENHILLS,6302,WA,,,,
GWAMBYGINE,6302,WA,,,,
INKPEN,6302,WA,,,,
KAURING,6302,WA,,,,
MALEBELLING,6302,WA,,,,
MOUNT HARDEY,6302,WA,,,,
MOUNT OBSERVATION,6302,WA,,,,
NARRALOGGAN,6302,WA,,,,
QUELLINGTON,6302,WA,,,,
SAINT RONANS,6302,WA,,,,
TALBOT,6302,WA,,,,
TALBOT WEST,6302,WA,,,,
WILBERFORCE,6302,WA,,,,
YORK,6302,WA,,,,
BALLY BALLY,6304,WA,,,,
BEVERLEY,6304,WA,,,,
DALE,6304,WA,,,,
EAST BEVERLEY,6304,WA,,,,
KOKEBY,6304,WA,,,,
MORBINNING,6304,WA,,,,
WESTDALE,6304,WA,,,,
ALDERSYDE,6306,WA,,,,
BROOKTON,6306,WA,,,,
BULYEE,6306,WA,,,,
JELCOBINE,6306,WA,,,,
KWEDA,6306,WA,,,,
CODJATOTINE,6308,WA,,,,
DWARDA,6308,WA,,,,
EAST PINGELLY,6308,WA,,,,
GILLIMANNING,6308,WA,,,,
HASTINGS,6308,WA,,,,
PINGELLY,6308,WA,,,,
PUMPHREYS BRIDGE,6308,WA,,,,
WANDERING,6308,WA,,,,
WEST PINGELLY,6308,WA,,,,
EAST POPANYINNING,6309,WA,,,,
POPANYINNING,6309,WA,,,,
STRATHERNE,6309,WA,,,,
WEST POPANYINNING,6309,WA,,,,
COMMODINE,6311,WA,,,,
CONTINE,6311,WA,,,,
CUBALLING,6311,WA,,,,
DRYANDRA,6311,WA,,,,
LOL GRAY,6311,WA,,,,
TOWNSENDALE,6311,WA,,,,
WARDERING,6311,WA,,,,
YORNANING,6311,WA,,,,
BOUNDAIN,6312,WA,,,,
DUMBERNING,6312,WA,,,,
HILLSIDE,6312,WA,,,,
MINIGIN,6312,WA,,,,
NARROGIN,6312,WA,,,,
NARROGIN VALLEY,6312,WA,,,,
NOMANS LAKE,6312,WA,,,,
TOOLIBIN,6312,WA,,,,
YILLIMINNING,6312,WA,,,,
HIGHBURY,6313,WA,,,,
ARTHUR RIVER,6315,WA,,,,
BALLAYING,6315,WA,,,,
CANCANNING,6315,WA,,,,
COLLANILLING,6315,WA,,,,
GUNDARING,6315,WA,,,,
JALORAN,6315,WA,,,,
LIME LAKE,6315,WA,,,,
MINDING,6315,WA,,,,
PIESSEVILLE,6315,WA,,,,
WAGIN,6315,WA,,,,
WEDGECARRUP,6315,WA,,,,
BOYERINE,6316,WA,,,,
CARTMETICUP,6316,WA,,,,
GLENCOE,6316,WA,,,,
KENMARE,6316,WA,,,,
WESTWOOD,6316,WA,,,,
WOODANILLING,6316,WA,,,,
KATANNING,6317,WA,,,,
BROOMEHILL,6318,WA,,,,
BROOMEHILL EAST,6318,WA,,,,
BROOMEHILL VILLAGE,6318,WA,,,,
BROOMEHILL WEST,6318,WA,,,,
BOBALONG,6320,WA,,,,
BORDERDALE,6320,WA,,,,
DARTNALL,6320,WA,,,,
LAKE TOOLBRUNUP,6320,WA,,,,
MOONIES HILL,6320,WA,,,,
TAMBELLUP,6320,WA,,,,
WANSBROUGH,6320,WA,,,,
CRANBROOK,6321,WA,,,,
TENTERDEN,6322,WA,,,,
KENDENUP,6323,WA,,,,
CARBARUP,6324,WA,,,,
DENBARKER,6324,WA,,,,
FOREST HILL,6324,WA,,,,
MOUNT BARKER,6324,WA,,,,
PERILLUP,6324,WA,,,,
PORONGURUP,6324,WA,,,,
SAINT WERBURGHS,6324,WA,,,,
SOUTH STIRLING,6324,WA,,,,
TAKALARUP,6324,WA,,,,
WOOGENELLUP,6324,WA,,,,
NARRIKUP,6326,WA,,,,
YELLANUP,6326,WA,,,,
REDMOND,6327,WA,,,,
REDMOND WEST,6327,WA,,,,
CAPE RICHE,6328,WA,,,,
CHEYNES,6328,WA,,,,
GNOWELLEN,6328,WA,,,,
GREEN RANGE,6328,WA,,,,
KOJANEERUP SOUTH,6328,WA,,,,
MANYPEAKS,6328,WA,,,,
METTLER,6328,WA,,,,
PALMDALE,6328,WA,,,,
WELLSTEAD,6328,WA,,,,
ALBANY,6330,WA,,,,
BAYONET HEAD,6330,WA,,,,
BIG GROVE,6330,WA,,,,
BORNHOLM,6330,WA,,,,
CENTENNIAL PARK,6330,WA,,,,
COLLINGWOOD HEIGHTS,6330,WA,,,,
COLLINGWOOD PARK,6330,WA,,,,
CUTHBERT,6330,WA,,,,
DROME,6330,WA,,,,
ELLEKER,6330,WA,,,,
EMU POINT,6330,WA,,,,
FRENCHMAN BAY,6330,WA,,,,
GLEDHOW,6330,WA,,,,
GOODE BEACH,6330,WA,,,,
GREEN VALLEY,6330,WA,,,,
HUNWICK,6330,WA,,,,
KALGAN,6330,WA,,,,
KING RIVER,6330,WA,,,,
KRONKUP,6330,WA,,,,
LANGE,6330,WA,,,,
LITTLE GROVE,6330,WA,,,,
LOCKYER,6330,WA,,,,
LOWER KING,6330,WA,,,,
LOWLANDS,6330,WA,,,,
MARBELUP,6330,WA,,,,
MCKAIL,6330,WA,,,,
MIDDLETON BEACH,6330,WA,,,,
MILLBROOK,6330,WA,,,,
MILPARA,6330,WA,,,,
MINDIJUP,6330,WA,,,,
MIRA MAR,6330,WA,,,,
MOUNT CLARENCE,6330,WA,,,,
MOUNT ELPHINSTONE,6330,WA,,,,
MOUNT MELVILLE,6330,WA,,,,
NANARUP,6330,WA,,,,
NAPIER,6330,WA,,,,
NULLAKI,6330,WA,,,,
ORANA,6330,WA,,,,
PORT ALBANY,6330,WA,,,,
ROBINSON,6330,WA,,,,
SANDPATCH,6330,WA,,,,
SEPPINGS,6330,WA,,,,
SPENCER PARK,6330,WA,,,,
TORBAY,6330,WA,,,,
TORNDIRRUP,6330,WA,,,,
VANCOUVER PENINSULA,6330,WA,,,,
WALMSLEY,6330,WA,,,,
WARRENUP,6330,WA,,,,
WEST CAPE HOWE,6330,WA,,,,
WILLYUNG,6330,WA,,,,
YAKAMIA,6330,WA,,,,
YOUNGS SIDING,6330,WA,,,,
ALBANY DC,6331,WA,,,,
ALBANY,6332,WA,,,,
BOW BRIDGE,6333,WA,,,,
DENMARK,6333,WA,,,,
HAY,6333,WA,,,,
HAZELVALE,6333,WA,,,,
KENTDALE,6333,WA,,,,
KORDABUP,6333,WA,,,,
MOUNT LINDSAY,6333,WA,,,,
MOUNT ROMANCE,6333,WA,,,,
NORNALUP,6333,WA,,,,
OCEAN BEACH,6333,WA,,,,
PARRYVILLE,6333,WA,,,,
PEACEFUL BAY,6333,WA,,,,
SCOTSDALE,6333,WA,,,,
SHADFORTH,6333,WA,,,,
TINGLEDALE,6333,WA,,,,
TRENT,6333,WA,,,,
WILLIAM BAY,6333,WA,,,,
GNOWANGERUP,6335,WA,,,,
JACKITUP,6335,WA,,,,
KEBARINGUP,6335,WA,,,,
PALLINUP,6335,WA,,,,
COWALELLUP,6336,WA,,,,
MILLS LAKE,6336,WA,,,,
MINDARABIN,6336,WA,,,,
NEEDILUP,6336,WA,,,,
ONGERUP,6336,WA,,,,
TOOMPUP,6336,WA,,,,
GAIRDNER,6337,WA,,,,
JACUP,6337,WA,,,,
JERRAMUNGUP,6337,WA,,,,
AMELUP,6338,WA,,,,
BORDEN,6338,WA,,,,
BOXWOOD HILL,6338,WA,,,,
BREMER BAY,6338,WA,,,,
FITZGERALD RIVER,6338,WA,,,,
MAGITUP,6338,WA,,,,
MONJEBUP,6338,WA,,,,
NALYERLUP,6338,WA,,,,
NORTH STIRLINGS,6338,WA,,,,
STIRLING RANGE NATIONAL PARK,6338,WA,,,,
NYABING,6341,WA,,,,
PINGRUP,6343,WA,,,,
JERDACUTTUP,6346,WA,,,,
RAVENSTHORPE,6346,WA,,,,
HOPETOUN,6348,WA,,,,
DUMBLEYUNG,6350,WA,,,,
KUKERIN,6352,WA,,,,
BUNICHE,6353,WA,,,,
LAKE GRACE,6353,WA,,,,
TARIN ROCK,6353,WA,,,,
HOLT ROCK,6355,WA,,,,
LAKE BIDDY,6355,WA,,,,
LAKE CAMM,6355,WA,,,,
LAKE MAGENTA,6355,WA,,,,
LITTLE ITALY,6355,WA,,,,
NEWDEGATE,6355,WA,,,,
VARLEY,6355,WA,,,,
LAKE KING,6356,WA,,,,
MOUNT MADDEN,6356,WA,,,,
PINGARING,6357,WA,,,,
KARLGARIN,6358,WA,,,,
FORRESTANIA,6359,WA,,,,
HYDEN,6359,WA,,,,
HARRISMITH,6361,WA,,,,
TINCURRIN,6361,WA,,,,
DUDININ,6363,WA,,,,
WALYURIN,6363,WA,,,,
JILAKIN,6365,WA,,,,
JITARNING,6365,WA,,,,
KULIN,6365,WA,,,,
KULIN WEST,6365,WA,,,,
BENDERING,6367,WA,,,,
KONDININ,6367,WA,,,,
SOUTH KUMMININ,6368,WA,,,,
MOUNT WALKER,6369,WA,,,,
NAREMBEEN,6369,WA,,,,
EAST WICKEPIN,6370,WA,,,,
KIRK ROCK,6370,WA,,,,
MALYALLING,6370,WA,,,,
WICKEPIN,6370,WA,,,,
WOGOLIN,6370,WA,,,,
YEALERING,6372,WA,,,,
BULLARING,6373,WA,,,,
ADAMSVALE,6375,WA,,,,
BILBARIN,6375,WA,,,,
CORRIGIN,6375,WA,,,,
GORGE ROCK,6375,WA,,,,
KUNJIN,6375,WA,,,,
KURRENKUTTEN,6375,WA,,,,
DANGIN,6383,WA,,,,
MAWSON,6383,WA,,,,
QUAIRADING,6383,WA,,,,
YOTING,6383,WA,,,,
PANTAPIN,6384,WA,,,,
KWOLYIN,6385,WA,,,,
SHACKLETON,6386,WA,,,,
BANNISTER,6390,WA,,,,
BODDINGTON,6390,WA,,,,
CROSSMAN,6390,WA,,,,
MOUNT WELLS,6390,WA,,,,
RANFORD,6390,WA,,,,
BORANING,6391,WA,,,,
CONGELIN,6391,WA,,,,
CULBIN,6391,WA,,,,
HILLMAN RIVER,6391,WA,,,,
LOWER HOTHAM,6391,WA,,,,
MARRADONG,6391,WA,,,,
MOUNT COOKE,6391,WA,,,,
NARRAKINE,6391,WA,,,,
NORTH BANNISTER,6391,WA,,,,
QUINDANNING,6391,WA,,,,
SPRINGS,6391,WA,,,,
TARWONGA,6391,WA,,,,
UPPER MURRAY,6391,WA,,,,
WILLIAMS,6391,WA,,,,
BOKAL,6392,WA,,,,
BOOLADING,6392,WA,,,,
DARKAN,6392,WA,,,,
CORDERING,6393,WA,,,,
DURANILLIN,6393,WA,,,,
MOODIARRUP,6393,WA,,,,
TRIGWELL,6393,WA,,,,
BEAUFORT RIVER,6394,WA,,,,
BOILUP,6394,WA,,,,
BOSCABEL,6394,WA,,,,
CHANGERUP,6394,WA,,,,
MURADUP,6394,WA,,,,
ORCHID VALLEY,6394,WA,,,,
QUALEUP,6394,WA,,,,
CHERRY TREE POOL,6395,WA,,,,
JINGALUP,6395,WA,,,,
KOJONUP,6395,WA,,,,
LUMEAH,6395,WA,,,,
MOBRUP,6395,WA,,,,
RYANSBROOK,6395,WA,,,,
FRANKLAND,6396,WA,,,,
ROCKY GULLY,6397,WA,,,,
WALPOLE,6398,WA,,,,
BUCKLAND,6401,WA,,,,
BURLONG,6401,WA,,,,
CUNJARDINE,6401,WA,,,,
IRISHTOWN,6401,WA,,,,
JENNACUBBINE,6401,WA,,,,
JENNAPULLIN,6401,WA,,,,
MALABAINE,6401,WA,,,,
MEENAAR,6401,WA,,,,
MOKINE,6401,WA,,,,
MULUCKINE,6401,WA,,,,
MUMBERKINE,6401,WA,,,,
MURESK,6401,WA,,,,
NORTHAM,6401,WA,,,,
ROSSMORE,6401,WA,,,,
SOUTHERN BROOK,6401,WA,,,,
SPENCERS BROOK,6401,WA,,,,
THROSSELL,6401,WA,,,,
WONGAMINE,6401,WA,,,,
GRASS VALLEY,6403,WA,,,,
GREENWOODS VALLEY,6405,WA,,,,
MECKERING,6405,WA,,,,
QUELAGETTING,6405,WA,,,,
WARDING EAST,6405,WA,,,,
CUNDERDIN,6407,WA,,,,
WAEEL,6407,WA,,,,
WATERCARRIN,6407,WA,,,,
WYOLA,6407,WA,,,,
WYOLA WEST,6407,WA,,,,
YOUNDEGIN,6407,WA,,,,
DOONGIN,6409,WA,,,,
TAMMIN,6409,WA,,,,
YORKRAKINE,6409,WA,,,,
BUNGULLA,6410,WA,,,,
DAADENNING CREEK,6410,WA,,,,
KELLERBERRIN,6410,WA,,,,
MOUNT CAROLINE,6410,WA,,,,
NORTH KELLERBERRIN,6410,WA,,,,
DOODLAKINE,6411,WA,,,,
SOUTH DOODLAKINE,6411,WA,,,,
BAANDEE,6412,WA,,,,
NORTH BAANDEE,6412,WA,,,,
BUNGULLUPING,6413,WA,,,,
HINES HILL,6413,WA,,,,
NANGEENAN,6414,WA,,,,
GOOMARIN,6415,WA,,,,
KORBEL,6415,WA,,,,
MERREDIN,6415,WA,,,,
NOKANING,6415,WA,,,,
NORPA,6415,WA,,,,
TANDEGIN,6415,WA,,,,
BRUCE ROCK,6418,WA,,,,
YARDING,6418,WA,,,,
ARDATH,6419,WA,,,,
MUNTADGIN,6420,WA,,,,
BURRACOPPIN,6421,WA,,,,
SOUTH BURRACOPPIN,6421,WA,,,,
WALGOOLAN,6422,WA,,,,
WESTONIA,6423,WA,,,,
BODALLIN,6424,WA,,,,
NORTH BODALLIN,6424,WA,,,,
SOUTH BODALLIN,6424,WA,,,,
DULYALBIN,6425,WA,,,,
MOORINE ROCK,6425,WA,,,,
CORINTHIA,6426,WA,,,,
GHOOLI,6426,WA,,,,
HOLLETON,6426,WA,,,,
MARVEL LOCH,6426,WA,,,,
MOUNT HAMPTON,6426,WA,,,,
MOUNT HOLLAND,6426,WA,,,,
MOUNT JACKSON,6426,WA,,,,
MOUNT PALMER,6426,WA,,,,
PARKER RANGE,6426,WA,,,,
SKELETON ROCK,6426,WA,,,,
